5,	2,	1,	56,	41,
5,	2,	1,	37,	34,
6,	1,	1,	35,	32,
9,	2,	1,	66,	66,
8,	2,	1,	60,	60,
9,	2,	2,	75,	53,
1,	2,	1,	57,	57,
1,	2,	1,	71,	56,
4,	2,	2,	75,	53,
2,	2,	1,	83,	38,
2,	1,	1,	44,	38,
7,	2,	1,	34,	34,
5,	2,	1,	44,	44,
5,	1,	1,	37,	31,
2,	2,	2,	69,	52,
1,	1,	1,	30,	30,
1,	1,	1,	50,	34,
1,	1,	1,	22,	19,
5,	1,	1,	38,	33,
9,	2,	1,	58,	50,
3,	2,	1,	61,	54,
1,	2,	1,	44,	44,
4,	2,	1,	65,	62,
4,	2,	1,	53,	47,
5,	2,	1,	42,	42,
5,	2,	1,	53,	47,
9,	1,	1,	33,	30,
1,	1,	1,	34,	31,
1,	1,	1,	91,	53,
1,	1,	1,	50,	46,
4,	1,	1,	33,	29,
4,	1,	1,	33,	33,
9,	2,	1,	42,	38,
9,	2,	1,	61,	49,
9,	2,	1,	42,	36,
3,	2,	1,	48,	43,
1,	2,	1,	71,	57,
1,	2,	1,	87,	43,
1,	2,	1,	45,	45,
1,	2,	1,	51,	46,
1,	2,	1,	49,	42,
4,	2,	1,	48,	45,
4,	2,	1,	55,	36,
4,	2,	1,	44,	36,
4,	2,	1,	55,	36,
4,	2,	1,	44,	36,
4,	2,	1,	38,	33,
8,	2,	1,	55,	55,
8,	2,	1,	32,	32,
8,	2,	1,	37,	31,
2,	2,	2,	53,	47,
5,	2,	1,	59,	50,
5,	2,	1,	52,	49,
5,	2,	1,	37,	36,
3,	1,	1,	26,	26,
1,	1,	1,	56,	46,
1,	1,	1,	39,	36,
1,	1,	1,	61,	34,
1,	1,	1,	45,	35,
1,	1,	1,	27,	27,
2,	1,	1,	39,	37,
2,	1,	1,	28,	25,
5,	1,	1,	43,	33,
9,	2,	1,	42,	42,
9,	2,	1,	49,	43,
9,	1,	1,	38,	38,
3,	2,	1,	57,	42,
1,	2,	1,	32,	32,
1,	2,	1,	50,	44,
1,	2,	1,	64,	52,
1,	2,	1,	62,	58,
1,	2,	1,	62,	48,
1,	2,	1,	38,	38,
1,	2,	1,	49,	46,
4,	2,	1,	52,	43,
4,	2,	1,	44,	39,
4,	2,	1,	64,	52,
4,	2,	2,	53,	53,
4,	2,	1,	48,	39,
4,	2,	1,	59,	49,
4,	1,	1,	35,	31,
4,	2,	1,	52,	48,
8,	2,	1,	48,	44,
8,	2,	1,	82,	72,
8,	2,	1,	60,	58,
8,	1,	1,	40,	40,
7,	2,	1,	33,	31,
5,	2,	1,	44,	41,
5,	2,	2,	95,	70,
5,	2,	1,	98,	42,
1,	1,	1,	26,	26,
5,	1,	1,	44,	40,
9,	2,	2,	52,	43,
1,	2,	1,	51,	45,
1,	2,	1,	53,	45,
1,	2,	1,	55,	55,
1,	2,	1,	42,	40,
4,	2,	1,	64,	56,
4,	2,	1,	52,	47,
8,	2,	1,	37,	37,
2,	2,	1,	42,	36,
5,	2,	1,	45,	40,
6,	2,	1,	84,	36,
1,	2,	1,	40,	34,
2,	2,	1,	46,	43,
7,	2,	1,	64,	48,
7,	2,	1,	58,	50,
9,	1,	1,	41,	39,
4,	1,	1,	37,	35,
4,	1,	1,	26,	21,
8,	1,	1,	49,	45,
2,	1,	1,	40,	32,
9,	2,	1,	40,	37,
1,	2,	1,	60,	60,
4,	2,	1,	36,	36,
4,	2,	1,	38,	34,
4,	2,	1,	66,	50,
4,	2,	2,	56,	48,
8,	2,	2,	65,	51,
7,	2,	1,	37,	37,
7,	2,	1,	43,	40,
5,	2,	2,	51,	43,
1,	1,	1,	45,	41,
4,	1,	1,	48,	46,
1,	2,	2,	53,	53,
1,	2,	1,	63,	48,
1,	2,	2,	51,	48,
1,	2,	1,	51,	42,
4,	1,	1,	36,	32,
8,	1,	1,	43,	40,
5,	1,	1,	28,	28,
5,	1,	1,	40,	35,
9,	2,	1,	78,	37,
8,	1,	1,	40,	36,
9,	2,	1,	117,	47,
9,	2,	1,	59,	54,
9,	2,	1,	73,	42,
9,	2,	1,	50,	46,
9,	2,	1,	41,	41,
1,	2,	1,	47,	42,
1,	2,	1,	48,	45,
1,	2,	1,	89,	53,
1,	2,	1,	46,	46,
1,	2,	1,	35,	32,
4,	2,	1,	51,	45,
4,	2,	1,	47,	40,
8,	1,	1,	26,	26,
2,	2,	1,	36,	36,
5,	2,	1,	87,	47,
5,	2,	1,	42,	40,
1,	1,	1,	25,	25,
4,	1,	1,	38,	25,
9,	1,	1,	35,	30,
1,	2,	1,	96,	56,
1,	2,	1,	78,	47,
1,	2,	1,	97,	47,
1,	2,	1,	45,	40,
5,	1,	1,	37,	33,
9,	2,	1,	61,	50,
1,	1,	1,	70,	32,
1,	1,	1,	35,	32,
1,	2,	1,	54,	48,
5,	2,	1,	70,	50,
1,	1,	1,	45,	40,
7,	1,	1,	42,	37,
5,	1,	1,	34,	31,
1,	2,	1,	60,	51,
1,	2,	1,	35,	35,
4,	2,	1,	42,	38,
7,	2,	1,	45,	40,
5,	2,	1,	59,	59,
4,	2,	2,	48,	40,
8,	2,	1,	61,	49,
8,	2,	1,	36,	33,
1,	1,	1,	38,	34,
5,	1,	1,	38,	30,
8,	2,	1,	32,	32,
1,	1,	1,	42,	33,
1,	1,	1,	46,	41,
1,	1,	1,	36,	36,
1,	1,	1,	32,	29,
1,	2,	1,	55,	51,
1,	2,	2,	50,	45,
4,	2,	1,	51,	45,
4,	2,	1,	52,	48,
4,	2,	1,	35,	32,
8,	2,	1,	55,	49,
5,	2,	1,	60,	53,
9,	2,	1,	56,	38,
4,	2,	1,	58,	54,
4,	2,	1,	56,	39,
5,	2,	1,	43,	42,
5,	2,	1,	51,	47,
5,	1,	1,	39,	36,
6,	1,	1,	34,	30,
1,	2,	2,	45,	40,
4,	2,	1,	33,	33,
9,	1,	1,	39,	34,
1,	1,	1,	37,	31,
4,	1,	1,	34,	31,
7,	2,	1,	60,	57,
3,	2,	1,	38,	38,
3,	1,	1,	42,	36,
3,	2,	1,	43,	38,
1,	2,	1,	41,	38,
1,	2,	1,	36,	36,
1,	1,	1,	40,	40,
1,	2,	1,	45,	42,
4,	2,	1,	55,	49,
4,	2,	1,	52,	50,
4,	2,	1,	45,	41,
4,	2,	1,	43,	38,
4,	2,	1,	54,	49,
8,	2,	1,	26,	26,
5,	2,	1,	42,	39,
9,	1,	1,	39,	24,
9,	1,	1,	41,	36,
9,	1,	1,	68,	60,
9,	1,	1,	33,	29,
1,	1,	1,	37,	33,
1,	1,	1,	31,	24,
1,	1,	1,	30,	28,
1,	1,	1,	40,	35,
1,	1,	1,	30,	30,
1,	1,	1,	41,	41,
4,	1,	1,	30,	26,
4,	1,	1,	37,	37,
4,	1,	1,	35,	31,
4,	1,	1,	44,	35,
4,	1,	1,	40,	40,
8,	1,	1,	27,	27,
8,	1,	1,	30,	30,
8,	1,	1,	25,	25,
2,	1,	1,	42,	32,
7,	1,	1,	30,	26,
5,	1,	1,	33,	30,
5,	1,	1,	27,	27,
4,	2,	1,	54,	50,
4,	2,	1,	87,	87,
4,	2,	1,	51,	47,
4,	2,	1,	32,	32,
4,	2,	1,	47,	40,
8,	2,	1,	59,	55,
8,	2,	1,	47,	42,
8,	2,	1,	36,	36,
8,	2,	1,	41,	40,
8,	2,	1,	47,	38,
2,	2,	1,	58,	43,
6,	1,	1,	70,	40,
9,	2,	1,	47,	43,
9,	2,	1,	32,	29,
9,	2,	1,	61,	50,
9,	2,	1,	39,	39,
1,	2,	1,	58,	58,
3,	2,	1,	53,	43,
3,	2,	1,	50,	47,
7,	2,	1,	66,	66,
5,	2,	1,	58,	58,
5,	2,	1,	50,	44,
5,	2,	2,	50,	42,
5,	2,	1,	58,	42,
5,	2,	1,	52,	46,
5,	1,	1,	27,	25,
9,	1,	1,	45,	43,
9,	2,	1,	46,	44,
3,	2,	1,	30,	30,
3,	2,	1,	55,	52,
1,	2,	1,	50,	50,
1,	2,	1,	76,	46,
1,	1,	1,	81,	72,
1,	2,	1,	58,	10,
1,	2,	1,	33,	33,
1,	2,	1,	52,	47,
1,	2,	1,	53,	50,
1,	1,	1,	40,	36,
1,	1,	1,	37,	35,
1,	2,	1,	56,	56,
1,	2,	1,	52,	47,
1,	2,	1,	38,	38,
1,	2,	1,	68,	55,
1,	2,	1,	52,	46,
4,	1,	1,	45,	43,
4,	2,	1,	47,	42,
4,	1,	1,	38,	35,
4,	2,	1,	38,	38,
8,	2,	1,	55,	50,
8,	2,	1,	42,	42,
7,	2,	1,	30,	30,
5,	1,	1,	79,	63,
9,	1,	1,	36,	36,
1,	1,	1,	29,	29,
4,	1,	1,	33,	30,
4,	1,	1,	36,	30,
8,	1,	1,	28,	28,
6,	1,	1,	20,	20,
3,	2,	1,	51,	46,
1,	2,	1,	73,	50,
1,	2,	1,	61,	43,
1,	2,	1,	57,	43,
1,	1,	1,	30,	27,
4,	2,	1,	50,	45,
4,	2,	1,	70,	46,
4,	2,	1,	50,	50,
8,	1,	1,	32,	32,
8,	2,	1,	49,	41,
5,	1,	1,	53,	42,
5,	2,	1,	40,	38,
5,	2,	1,	52,	49,
6,	2,	1,	57,	40,
9,	1,	1,	63,	43,
9,	1,	1,	34,	30,
9,	1,	1,	45,	38,
1,	1,	1,	33,	30,
4,	1,	1,	36,	31,
4,	1,	1,	35,	32,
4,	1,	1,	52,	35,
4,	1,	1,	40,	32,
8,	1,	1,	27,	24,
8,	1,	1,	41,	40,
7,	1,	1,	45,	37,
7,	1,	1,	30,	25,
7,	1,	1,	31,	26,
5,	1,	1,	32,	30,
6,	1,	1,	39,	35,
9,	2,	1,	42,	39,
9,	2,	1,	47,	41,
3,	2,	1,	36,	32,
3,	1,	1,	40,	38,
1,	1,	1,	26,	26,
1,	2,	1,	61,	57,
1,	2,	1,	99,	73,
1,	2,	1,	40,	40,
1,	2,	1,	33,	30,
1,	1,	1,	50,	34,
1,	2,	1,	39,	34,
1,	2,	1,	45,	36,
1,	2,	1,	45,	39,
1,	2,	1,	43,	43,
1,	2,	1,	47,	41,
4,	2,	1,	35,	35,
4,	1,	1,	32,	29,
4,	2,	1,	46,	46,
4,	2,	1,	57,	49,
4,	2,	1,	58,	47,
4,	2,	1,	66,	57,
4,	2,	1,	68,	47,
4,	2,	1,	73,	57,
4,	2,	1,	89,	67,
4,	2,	1,	48,	45,
8,	2,	1,	45,	39,
2,	2,	1,	40,	38,
2,	2,	1,	46,	42,
7,	2,	1,	58,	50,
7,	2,	1,	47,	43,
7,	2,	1,	61,	55,
7,	2,	1,	57,	52,
7,	1,	1,	43,	36,
5,	2,	1,	36,	33,
5,	2,	1,	38,	36,
5,	2,	1,	36,	34,
6,	1,	1,	81,	43,
6,	2,	1,	47,	44,
1,	1,	1,	40,	35,
1,	1,	1,	30,	30,
1,	1,	1,	41,	41,
4,	1,	1,	30,	26,
4,	1,	1,	37,	37,
4,	1,	1,	35,	31,
4,	1,	1,	44,	35,
4,	1,	1,	40,	40,
8,	1,	1,	27,	27,
8,	1,	1,	25,	25,
2,	1,	1,	42,	32,
7,	1,	1,	30,	26,
5,	1,	1,	33,	30,
5,	1,	1,	27,	27,
5,	1,	1,	38,	38,
6,	1,	1,	40,	38,
9,	2,	1,	31,	31,
9,	2,	1,	42,	37,
9,	2,	1,	55,	50,
9,	2,	1,	42,	38,
9,	2,	1,	49,	42,
9,	2,	1,	65,	50,
9,	2,	1,	56,	50,
9,	2,	1,	82,	58,
9,	2,	1,	47,	42,
9,	2,	1,	56,	50,
1,	2,	1,	52,	47,
1,	2,	2,	56,	47,
1,	2,	1,	44,	38,
1,	2,	1,	69,	61,
1,	2,	1,	41,	41,
1,	2,	1,	45,	42,
1,	2,	1,	38,	38,
4,	2,	1,	54,	50,
4,	2,	1,	87,	87,
4,	2,	1,	51,	47,
4,	2,	1,	32,	32,
4,	2,	1,	47,	40,
8,	2,	1,	59,	55,
8,	2,	1,	47,	42,
8,	2,	1,	36,	36,
8,	2,	1,	41,	40,
8,	2,	1,	47,	38,
2,	2,	1,	58,	43,
2,	2,	1,	38,	36,
2,	2,	1,	53,	43,
7,	2,	1,	97,	72,
5,	2,	1,	53,	53,
5,	2,	1,	47,	40,
6,	2,	1,	40,	34,
1,	1,	1,	40,	40,
1,	1,	1,	41,	41,
1,	1,	1,	45,	40,
1,	1,	1,	46,	41,
1,	1,	1,	39,	34,
8,	1,	1,	21,	21,
1,	2,	1,	34,	34,
4,	2,	1,	50,	45,
4,	2,	1,	30,	30,
4,	2,	1,	57,	54,
1,	2,	1,	49,	49,
1,	2,	1,	46,	41,
1,	2,	1,	44,	38,
8,	2,	1,	56,	51,
5,	1,	1,	39,	36,
5,	1,	1,	97,	35,
5,	2,	1,	43,	43,
1,	1,	1,	21,	21,
8,	1,	1,	22,	20,
4,	1,	1,	34,	31,
1,	2,	1,	35,	34,
1,	1,	1,	37,	30,
1,	1,	1,	42,	35,
1,	2,	1,	42,	36,
1,	2,	1,	44,	37,
4,	2,	1,	45,	39,
9,	2,	1,	47,	41,
5,	2,	1,	46,	42,
1,	2,	1,	55,	44,
1,	2,	1,	54,	46,
1,	2,	1,	62,	48,
1,	2,	1,	61,	54,
9,	1,	1,	43,	38,
1,	2,	1,	40,	37,
1,	1,	1,	32,	32,
1,	1,	1,	35,	32,
1,	1,	1,	26,	23,
1,	1,	1,	22,	20,
1,	1,	1,	30,	30,
1,	1,	1,	57,	30,
1,	1,	1,	24,	24,
1,	1,	1,	20,	20,
4,	1,	1,	60,	60,
4,	1,	1,	32,	28,
4,	1,	1,	75,	75,
4,	1,	1,	42,	35,
8,	1,	1,	40,	36,
7,	1,	1,	45,	38,
7,	1,	1,	53,	38,
5,	1,	1,	47,	42,
5,	1,	1,	53,	50,
5,	2,	1,	57,	53,
5,	1,	1,	46,	43,
5,	1,	1,	60,	48,
5,	1,	1,	41,	34,
5,	1,	1,	38,	35,
6,	1,	1,	46,	43,
6,	2,	1,	62,	58,
9,	2,	2,	70,	54,
9,	2,	1,	48,	43,
3,	2,	1,	38,	35,
1,	1,	1,	51,	51,
1,	1,	1,	37,	32,
1,	1,	1,	44,	39,
1,	2,	1,	57,	53,
1,	2,	1,	59,	59,
1,	1,	1,	35,	35,
1,	1,	1,	36,	36,
1,	2,	2,	150,	70,
1,	2,	1,	50,	50,
1,	1,	2,	44,	40,
1,	1,	1,	42,	42,
1,	2,	1,	46,	37,
1,	2,	1,	53,	53,
1,	1,	1,	53,	53,
1,	2,	1,	58,	55,
1,	2,	1,	55,	50,
4,	2,	1,	39,	34,
4,	2,	1,	50,	51,
4,	2,	1,	71,	71,
4,	2,	1,	93,	45,
4,	1,	1,	38,	38,
4,	2,	1,	73,	73,
4,	2,	1,	73,	73,
4,	2,	1,	71,	71,
4,	2,	1,	62,	62,
4,	2,	1,	62,	62,
4,	2,	1,	77,	77,
8,	2,	1,	60,	30,
8,	1,	1,	31,	31,
7,	2,	1,	52,	52,
5,	2,	1,	56,	48,
5,	1,	1,	38,	38,
5,	2,	1,	52,	46,
5,	1,	1,	37,	32,
5,	2,	1,	52,	47,
5,	2,	1,	48,	42,
5,	1,	1,	33,	29,
5,	2,	1,	42,	36,
5,	1,	1,	65,	65,
6,	2,	2,	43,	40,
6,	2,	1,	72,	43,
9,	1,	1,	33,	34,
1,	1,	1,	33,	30,
1,	1,	1,	31,	28,
1,	1,	1,	37,	37,
1,	1,	1,	38,	35,
1,	1,	1,	34,	29,
1,	1,	1,	65,	39,
1,	1,	1,	31,	28,
5,	1,	1,	34,	30,
6,	1,	1,	35,	34,
9,	2,	1,	45,	42,
1,	2,	1,	50,	47,
1,	2,	1,	52,	48,
1,	2,	2,	71,	64,
1,	2,	1,	50,	47,
1,	2,	1,	48,	43,
1,	2,	1,	43,	37,
1,	2,	1,	52,	46,
1,	2,	1,	42,	40,
1,	2,	1,	51,	48,
1,	2,	1,	43,	34,
1,	2,	1,	62,	44,
1,	2,	1,	56,	50,
4,	2,	2,	44,	40,
4,	2,	1,	30,	28,
4,	2,	1,	58,	54,
4,	2,	1,	89,	57,
7,	2,	1,	58,	50,
5,	2,	1,	50,	44,
8,	2,	1,	70,	64,
8,	1,	1,	29,	26,
5,	1,	1,	37,	32,
5,	1,	1,	38,	31,
5,	1,	1,	27,	25,
9,	2,	1,	61,	50,
9,	2,	1,	55,	48,
9,	2,	1,	57,	45,
9,	2,	1,	49,	44,
9,	2,	1,	41,	41,
9,	2,	2,	52,	52,
9,	2,	1,	48,	43,
3,	2,	1,	61,	52,
1,	2,	1,	45,	44,
1,	2,	1,	50,	40,
1,	2,	1,	54,	47,
1,	1,	1,	53,	53,
1,	2,	1,	45,	40,
1,	2,	2,	70,	62,
1,	2,	1,	33,	33,
2,	2,	1,	60,	40,
2,	2,	1,	93,	41,
2,	2,	1,	47,	35,
7,	2,	1,	58,	50,
7,	2,	1,	50,	44,
5,	2,	2,	60,	60,
5,	2,	1,	42,	42,
5,	2,	1,	93,	44,
5,	2,	1,	51,	44,
5,	2,	2,	51,	43,
5,	2,	1,	60,	44,
1,	1,	1,	41,	41,
5,	1,	1,	32,	31,
1,	1,	1,	48,	42,
1,	1,	1,	27,	27,
8,	1,	1,	18,	18,
1,	1,	1,	33,	28,
1,	1,	1,	33,	33,
4,	1,	1,	37,	34,
8,	1,	1,	20,	20,
8,	1,	1,	34,	30,
2,	1,	1,	30,	30,
5,	1,	1,	33,	30,
6,	2,	1,	47,	38,
4,	2,	3,	93,	90,
5,	1,	1,	32,	32,
9,	2,	1,	60,	60,
9,	1,	1,	41,	41,
1,	1,	2,	59,	48,
4,	1,	1,	59,	55,
4,	2,	2,	92,	67,
5,	1,	1,	114,	54,
4,	2,	1,	63,	53,
1,	2,	1,	44,	44,
1,	2,	1,	42,	38,
1,	2,	1,	32,	32,
1,	1,	1,	29,	29,
1,	1,	1,	30,	30,
1,	2,	1,	40,	39,
1,	2,	1,	36,	36,
1,	2,	1,	51,	49,
1,	2,	1,	35,	32,
1,	2,	1,	74,	71,
1,	1,	1,	35,	30,
1,	2,	1,	48,	45,
1,	2,	1,	52,	45,
1,	2,	1,	40,	34,
1,	2,	1,	50,	45,
1,	1,	1,	34,	32,
1,	2,	1,	42,	42,
1,	1,	1,	39,	35,
1,	2,	1,	70,	49,
1,	2,	2,	56,	51,
1,	2,	1,	55,	55,
1,	2,	2,	86,	47,
